capacity,num_orders,inst_num,optimal_bks,optimal_bks_is_opt,best_any_policy_bks,best_any_policy,any_policy_improves_optimal,directly_comparable_to_current_casop,comparability_note,source,doi,source_url
24,90,7,2623.2,True,2623.2,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,90,8,2497.4,True,2497.4,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,90,9,2582.2,True,2582.2,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,90,10,2545.2,True,2545.2,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,100,1,3036.0,True,3036.0,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,100,2,2873.6,True,2873.6,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,100,3,2818.8,True,2818.8,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,100,4,2743.0,True,2743.0,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,100,5,2833.8,True,2833.8,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,100,6,2671.0,False,2671.0,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,100,7,2764.6,True,2764.6,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,100,8,2678.4,True,2678.4,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,100,9,2784.2,True,2784.2,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
24,100,10,2782.8,True,2782.8,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,20,1,520.2,True,520.2,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,20,2,529.2,True,529.2,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,20,3,531.0,True,531.0,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,20,4,500.2,True,500.2,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,20,5,482.2,True,482.2,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,20,6,392.8,True,392.8,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,20,7,475.6,True,475.6,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,20,8,486.0,True,486.0,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,20,9,533.0,True,533.0,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,20,10,393.8,True,393.8,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,30,1,721.8,True,721.8,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,30,2,772.4,True,772.4,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,30,3,604.6,True,604.6,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,30,4,633.0,True,633.0,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,30,5,638.2,True,638.2,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,30,6,639.4,True,639.4,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,30,7,630.0,True,630.0,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,30,8,682.4,True,682.4,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,30,9,653.0,True,653.0,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,30,10,614.2,True,614.2,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,40,1,957.0,True,957.0,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,40,2,845.2,True,845.2,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,40,3,960.4,True,960.4,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,40,4,853.0,True,853.0,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,40,5,871.6,True,871.6,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,40,6,880.6,True,880.6,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,40,7,867.0,True,867.0,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,40,8,830.8,True,830.8,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,40,9,813.4,True,813.4,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,40,10,859.0,True,859.0,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,50,1,1105.2,True,1105.2,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,50,2,964.8,True,964.8,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,50,3,1068.4,True,1068.4,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,50,4,1071.4,True,1071.4,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,50,5,1120.2,True,1120.2,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,50,6,1084.6,True,1084.6,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,50,7,929.6,True,929.6,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,50,8,946.2,True,946.2,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,50,9,953.6,True,953.6,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,50,10,1074.4,True,1074.4,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,60,1,1197.4,True,1197.4,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,60,2,1127.4,True,1127.4,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,60,3,1259.4,True,1259.4,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,60,4,1155.2,True,1155.2,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,60,5,1336.0,True,1336.0,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,60,6,1431.6,True,1431.6,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,60,7,1322.0,True,1322.0,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,60,8,1320.4,True,1320.4,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,60,9,1092.2,True,1092.2,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,60,10,1302.8,True,1302.8,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,70,1,1431.8,True,1431.8,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,70,2,1491.2,True,1491.2,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,70,3,1551.8,True,1551.8,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,70,4,1440.2,True,1440.2,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,70,5,1355.8,True,1355.8,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,70,6,1446.4,True,1446.4,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,70,7,1400.8,True,1400.8,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,70,8,1408.4,True,1408.4,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,70,9,1563.8,True,1563.8,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,70,10,1396.8,True,1396.8,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,80,1,1497.6,True,1497.6,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,80,2,1633.6,True,1633.6,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
36,80,3,1626.0,False,1626.0,optimal,False,False,Do not use as CASOP BKS: Wahlen & Gschwind state that M&O did not specify aisle/depot entry/exit distances and they adopted the H&W/ZKS interpretation. This changes numerical objective values relative to the H&I/CASOP reference geometry.,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
